id,from,to, floor, zone
 csolos001,2016/6/6 15:44,2016/6/6 15:44,,
 chawelon001,2016/6/6 15:44,2016/6/6 15:44,,
 zcoronado001,2016/6/6 15:44,2016/6/6 16:06,,
 csolos001,2016/6/6 15:44,2016/6/6 15:45,,
 chawelon001,2016/6/6 15:44,2016/6/6 15:51,,
 malinai001,2016/6/6 15:45,2016/6/6 16:10,,
 iborrasca001,2016/6/6 15:45,2016/6/6 15:59,,
 csolos001,2016/6/6 15:45,2016/6/6 15:45,,
 csolos001,2016/6/6 15:45,2016/6/6 15:45,,
 cshipp001,2016/6/6 15:45,2016/6/6 15:55,,
 mcassano001,2016/6/6 15:45,2016/6/6 15:52,,
 csolos001,2016/6/6 15:45,2016/6/6 15:53,,
 avico001,2016/6/6 15:46,2016/6/6 15:52,,
 tcarrara001,2016/6/6 15:46,2016/6/6 16:01,,
 vomalla001,2016/6/6 15:47,2016/6/6 17:11,,
 lgrogan001,2016/6/6 15:48,2016/6/6 16:56,,
 monda001,2016/6/6 15:49,2016/6/6 15:49,,
 monda001,2016/6/6 15:49,2016/6/6 16:07,,
 thagan001,2016/6/6 15:50,2016/6/6 16:01,,
 ssinagra001,2016/6/6 15:50,2016/6/6 16:00,,
 wreynoso001,2016/6/6 15:50,2016/6/6 16:00,,
 vhatchett001,2016/6/6 15:50,2016/6/6 16:43,,
 chawelon001,2016/6/6 15:51,2016/6/6 15:51,,
 lbennett001,2016/6/6 15:51,2016/6/6 15:59,,
 eorilla001,2016/6/6 15:51,2016/6/6 16:02,,
 chawelon001,2016/6/6 15:51,2016/6/6 16:03,,
 eminto001,2016/6/6 15:52,2016/6/6 15:52,,
 bmullen001,2016/6/6 15:52,2016/6/6 16:03,,
 acalzas001,2016/6/6 15:52,2016/6/6 16:07,,
 avico001,2016/6/6 15:52,2016/6/6 16:07,,
 ahafon001,2016/6/6 15:52,2016/6/6 16:02,,
 mcassano001,2016/6/6 15:52,2016/6/6 16:54,,
 eminto001,2016/6/6 15:52,2016/6/6 15:53,,
 csolos001,2016/6/6 15:53,2016/6/6 16:03,,
 eminto001,2016/6/6 15:53,2016/6/6 15:53,,
 eminto001,2016/6/6 15:53,2016/6/6 15:53,,
 eminto001,2016/6/6 15:53,2016/6/6 15:54,,
 ldedos001,2016/6/6 15:54,2016/6/6 16:07,,
 junger001,2016/6/6 15:54,2016/6/6 16:08,,
 eminto001,2016/6/6 15:54,2016/6/6 16:00,,
 cshipp001,2016/6/6 15:55,2016/6/6 16:54,,
 korilla001,2016/6/6 15:58,2016/6/6 16:11,,
 ncalixto001,2016/6/6 15:59,2016/6/6 16:07,,
 iborrasca001,2016/6/6 15:59,2016/6/6 17:02,,
 slowery001,2016/6/6 15:59,2016/6/6 16:13,,
 lbennett001,2016/6/6 15:59,2016/6/6 16:13,,
 btempestad001,2016/6/6 15:59,2016/6/6 16:10,,
 eminto001,2016/6/6 16:00,2016/6/6 16:50,,
 wreynoso001,2016/6/6 16:00,2016/6/6 17:13,,
 nbasham001,2016/6/6 16:00,2016/6/6 16:11,,
 ssinagra001,2016/6/6 16:00,2016/6/6 17:03,,
 tcarrara001,2016/6/6 16:01,2016/6/6 16:46,,
 sflecha001,2016/6/6 16:01,2016/6/6 16:10,,
 thagan001,2016/6/6 16:01,2016/6/6 16:16,,
 lbergen001,2016/6/6 16:01,2016/6/6 16:16,,
 amorlun001,2016/6/6 16:02,2016/6/6 16:03,,
 eorilla001,2016/6/6 16:02,2016/6/6 16:51,,
 ahafon001,2016/6/6 16:02,2016/6/6 17:07,,
 ckinney001,2016/6/6 16:02,2016/6/6 16:10,,
 ebello001,2016/6/6 16:03,2016/6/6 16:04,,
 iarlotti001,2016/6/6 16:03,2016/6/6 16:04,,
 chawelon001,2016/6/6 16:03,2016/6/6 16:03,,
 bmullen001,2016/6/6 16:03,2016/6/6 17:15,,
 csolos001,2016/6/6 16:03,2016/6/6 17:05,,
 cmorluniau001,2016/6/6 16:03,2016/6/6 16:16,,
 amorlun001,2016/6/6 16:03,2016/6/6 16:04,,
 chawelon001,2016/6/6 16:03,2016/6/6 17:16,,
 sbagni001,2016/6/6 16:04,2016/6/6 16:05,,
 amorlun001,2016/6/6 16:04,2016/6/6 16:04,,
 amorlun001,2016/6/6 16:04,2016/6/6 16:04,,
 amorlun001,2016/6/6 16:04,2016/6/6 17:30,,
 ebello001,2016/6/6 16:04,2016/6/6 16:05,,
 iarlotti001,2016/6/6 16:04,2016/6/6 16:05,,
 pbueno001,2016/6/6 16:05,2016/6/6 16:06,,
 ebello001,2016/6/6 16:05,2016/6/6 16:05,,
 iarlotti001,2016/6/6 16:05,2016/6/6 16:05,,
 iarlotti001,2016/6/6 16:05,2016/6/6 16:05,,
 ebello001,2016/6/6 16:05,2016/6/6 16:05,,
 yfinney001,2016/6/6 16:05,2016/6/6 16:16,,
 iarlotti001,2016/6/6 16:05,2016/6/6 17:23,,
 ebello001,2016/6/6 16:05,2016/6/6 17:32,,
 sbagni001,2016/6/6 16:05,2016/6/6 16:06,,
 sbagni001,2016/6/6 16:06,2016/6/6 16:06,,
 sbagni001,2016/6/6 16:06,2016/6/6 16:06,,
 zcoronado001,2016/6/6 16:06,2016/6/6 16:18,,
 pbueno001,2016/6/6 16:06,2016/6/6 16:07,,
 sbagni001,2016/6/6 16:06,2016/6/6 17:39,,
 avico001,2016/6/6 16:07,2016/6/6 17:15,,
 acalzas001,2016/6/6 16:07,2016/6/6 17:15,,
 monda001,2016/6/6 16:07,2016/6/6 16:19,,
 cwhelan001,2016/6/6 16:07,2016/6/6 16:18,,
 pbueno001,2016/6/6 16:07,2016/6/6 16:07,,
 pbueno001,2016/6/6 16:07,2016/6/6 17:50,,
 apinckney001,2016/6/6 16:07,2016/6/6 16:17,,
 ldedos001,2016/6/6 16:07,2016/6/6 16:52,,
 ncalixto001,2016/6/6 16:07,2016/6/6 16:49,,
 tbattles001,2016/6/6 16:07,2016/6/6 16:20,,
 cwhaley001,2016/6/6 16:08,2016/6/6 16:09,,
 junger001,2016/6/6 16:08,2016/6/6 16:52,,
 dcoginian001,2016/6/6 16:09,2016/6/6 16:10,,
 ibaza001,2016/6/6 16:09,2016/6/6 16:10,,
 jholly001,2016/6/6 16:09,2016/6/6 16:09,,
 sflorez001,2016/6/6 16:09,2016/6/6 16:24,,
 anubarron001,2016/6/6 16:09,2016/6/6 16:20,,
 gcazar001,2016/6/6 16:09,2016/6/6 16:23,,
 jholly001,2016/6/6 16:09,2016/6/6 16:10,,
 cwhaley001,2016/6/6 16:09,2016/6/6 16:10,,
 edavies001,2016/6/6 16:10,2016/6/6 16:10,,
 malinai001,2016/6/6 16:10,2016/6/6 16:23,,
 btempestad001,2016/6/6 16:10,2016/6/6 17:09,,
 jholly001,2016/6/6 16:10,2016/6/6 16:10,,
 dcoginian001,2016/6/6 16:10,2016/6/6 16:10,,
 ibaza001,2016/6/6 16:10,2016/6/6 16:10,,
 jholly001,2016/6/6 16:10,2016/6/7 7:45,,
 cwhaley001,2016/6/6 16:10,2016/6/6 16:10,,
 cwhaley001,2016/6/6 16:10,2016/6/6 17:59,,
 sflecha001,2016/6/6 16:10,2016/6/6 17:02,,
 ckinney001,2016/6/6 16:10,2016/6/6 17:06,,
 edavies001,2016/6/6 16:10,2016/6/6 16:11,,
 dcoginian001,2016/6/6 16:10,2016/6/6 16:10,,
 ibaza001,2016/6/6 16:10,2016/6/6 16:10,,
 ibaza001,2016/6/6 16:10,2016/6/6 16:11,,
 dcoginian001,2016/6/6 16:10,2016/6/6 16:11,,
 dcoginian001,2016/6/6 16:11,2016/6/6 16:11,,
 korilla001,2016/6/6 16:11,2016/6/6 17:01,,
 ibaza001,2016/6/6 16:11,2016/6/6 17:22,,
 nbasham001,2016/6/6 16:11,2016/6/6 16:45,,
 edavies001,2016/6/6 16:11,2016/6/6 16:11,,
 edavies001,2016/6/6 16:11,2016/6/6 16:11,,
 dcoginian001,2016/6/6 16:11,2016/6/6 17:35,,
 edavies001,2016/6/6 16:11,2016/6/6 17:27,,
 vfrente001,2016/6/6 16:12,2016/6/6 16:19,,
 iovan001,2016/6/6 16:13,2016/6/6 16:27,,
 lbennett001,2016/6/6 16:13,2016/6/6 16:55,,
 jsimonides001,2016/6/6 16:13,2016/6/6 16:23,,
 slowery001,2016/6/6 16:13,2016/6/6 17:13,,
 bhawelon001,2016/6/6 16:13,2016/6/6 16:26,,
 hmies001,2016/6/6 16:13,2016/6/6 16:21,,
 lbagani001,2016/6/6 16:14,2016/6/6 16:15,,
 rfaralso001,2016/6/6 16:14,2016/6/6 16:14,,
 lalcazar002,2016/6/6 16:14,2016/6/6 16:22,,
 rfaralso001,2016/6/6 16:14,2016/6/6 16:23,,
 mbramar001,2016/6/6 16:15,2016/6/6 16:16,,
 lbagani001,2016/6/6 16:15,2016/6/6 16:16,,
 tquiroz002,2016/6/6 16:16,2016/6/6 16:17,,
 yfinney001,2016/6/6 16:16,2016/6/6 16:48,,
 thagan001,2016/6/6 16:16,2016/6/6 17:13,,
 mbramar001,2016/6/6 16:16,2016/6/6 16:16,,
 cmorluniau001,2016/6/6 16:16,2016/6/6 17:02,,
 lbagani001,2016/6/6 16:16,2016/6/6 16:16,,
 lbagani001,2016/6/6 16:16,2016/6/6 16:16,,
 lbergen001,2016/6/6 16:16,2016/6/6 17:00,,
 lbagani001,2016/6/6 16:16,2016/6/6 17:39,,
 mbramar001,2016/6/6 16:16,2016/6/6 16:17,,
 mbramar001,2016/6/6 16:17,2016/6/6 16:17,,
 mbramar001,2016/6/6 16:17,2016/6/7 7:15,,
 tquiroz002,2016/6/6 16:17,2016/6/6 16:18,,
 apinckney001,2016/6/6 16:17,2016/6/6 17:02,,
 tquiroz002,2016/6/6 16:18,2016/6/6 16:18,,
 tquiroz002,2016/6/6 16:18,2016/6/6 18:03,,
 zcoronado001,2016/6/6 16:18,2016/6/6 17:08,,
 cwhelan001,2016/6/6 16:18,2016/6/6 17:00,,
 tsong001,2016/6/6 16:19,2016/6/6 17:34,,
 vfrente001,2016/6/6 16:19,2016/6/6 17:04,,
 monda001,2016/6/6 16:19,2016/6/6 17:10,,
 anubarron001,2016/6/6 16:20,2016/6/6 17:17,,
 tbattles001,2016/6/6 16:20,2016/6/6 16:46,,
 hmies001,2016/6/6 16:21,2016/6/6 16:49,,
 lalcazar002,2016/6/6 16:22,2016/6/6 17:19,,
 fkirchner001,2016/6/6 16:23,2016/6/6 16:23,,
 agerard001,2016/6/6 16:23,2016/6/6 17:28,,
 malinai001,2016/6/6 16:23,2016/6/6 16:54,,
 rfaralso001,2016/6/6 16:23,2016/6/6 16:23,,
 jsimonides001,2016/6/6 16:23,2016/6/6 17:08,,
 gcazar001,2016/6/6 16:23,2016/6/6 16:44,,
 rfaralso001,2016/6/6 16:23,2016/6/6 16:53,,
 fkirchner001,2016/6/6 16:23,2016/6/6 16:24,,
 sflorez001,2016/6/6 16:24,2016/6/6 16:56,,
 fkirchner001,2016/6/6 16:24,2016/6/6 16:24,,
 fkirchner001,2016/6/6 16:24,2016/6/6 16:24,,
 fkirchner001,2016/6/6 16:24,2016/6/6 17:32,,
 bhawelon001,2016/6/6 16:26,2016/6/6 17:05,,
 iovan001,2016/6/6 16:27,2016/6/6 17:09,,
 morlunv001,2016/6/6 16:29,2016/6/6 16:30,,
 morlunv001,2016/6/6 16:30,2016/6/6 16:31,,
 morlunv001,2016/6/6 16:31,2016/6/6 16:31,,
 morlunv001,2016/6/6 16:31,2016/6/6 16:31,,
 morlunv001,2016/6/6 16:31,2016/6/6 17:30,,
 epavone001,2016/6/6 16:34,2016/6/6 16:35,,
 epavone001,2016/6/6 16:35,2016/6/6 16:35,,
 epavone001,2016/6/6 16:35,2016/6/6 16:36,,
 epavone001,2016/6/6 16:36,2016/6/6 16:36,,
 epavone001,2016/6/6 16:36,2016/6/7 8:00,,
 vhatchett001,2016/6/6 16:43,2016/6/6 16:43,,
 vhatchett001,2016/6/6 16:43,2016/6/6 16:43,,
 vhatchett001,2016/6/6 16:43,2016/6/7 7:20,,
 fbalas001,2016/6/6 16:44,2016/6/6 16:44,,
 gcazar001,2016/6/6 16:44,2016/6/6 16:45,,
 fbalas001,2016/6/6 16:44,2016/6/6 16:44,,
 fbalas001,2016/6/6 16:44,2016/6/7 7:41,,
 nbasham001,2016/6/6 16:45,2016/6/6 16:45,,
 gcazar001,2016/6/6 16:45,2016/6/6 16:46,,
 nbasham001,2016/6/6 16:45,2016/6/6 16:46,,
 tcarrara001,2016/6/6 16:46,2016/6/6 16:47,,
 tbattles001,2016/6/6 16:46,2016/6/6 16:47,,
 gcazar001,2016/6/6 16:46,2016/6/6 16:46,,
 nbasham001,2016/6/6 16:46,2016/6/6 16:46,,
 gcazar001,2016/6/6 16:46,2016/6/7 7:42,,
 nbasham001,2016/6/6 16:46,2016/6/7 7:42,,
 clais001,2016/6/6 16:46,2016/6/6 16:47,,
 tcarrara001,2016/6/6 16:47,2016/6/6 16:47,,
 tbattles001,2016/6/6 16:47,2016/6/6 16:47,,
 clais001,2016/6/6 16:47,2016/6/6 16:47,,
 clais001,2016/6/6 16:47,2016/6/6 16:47,,
 clais001,2016/6/6 16:47,2016/6/7 8:12,,
 tbattles001,2016/6/6 16:47,2016/6/6 16:47,,
 tcarrara001,2016/6/6 16:47,2016/6/6 16:47,,
 tcarrara001,2016/6/6 16:47,2016/6/7 7:41,,
 tbattles001,2016/6/6 16:47,2016/6/7 7:25,,
 yfinney001,2016/6/6 16:48,2016/6/6 16:49,,
 yfinney001,2016/6/6 16:49,2016/6/6 16:49,,
 bridenour001,2016/6/6 16:49,2016/6/6 16:49,,
 ncalixto001,2016/6/6 16:49,2016/6/6 16:50,,
 hmies001,2016/6/6 16:49,2016/6/6 16:49,,
 hmies001,2016/6/6 16:49,2016/6/6 16:50,,
 bridenour001,2016/6/6 16:49,2016/6/6 16:49,,
 yfinney001,2016/6/6 16:49,2016/6/6 16:49,,
 bridenour001,2016/6/6 16:49,2016/6/7 7:21,,
 yfinney001,2016/6/6 16:49,2016/6/7 7:43,,
 eminto001,2016/6/6 16:50,2016/6/6 16:50,,
 ncalixto001,2016/6/6 16:50,2016/6/6 16:51,,
 hmies001,2016/6/6 16:50,2016/6/6 16:51,,
 eminto001,2016/6/6 16:50,2016/6/6 16:51,,
 eminto001,2016/6/6 16:51,2016/6/6 16:51,,
 hmies001,2016/6/6 16:51,2016/6/6 16:51,,
 ncalixto001,2016/6/6 16:51,2016/6/6 16:51,,
 eminto001,2016/6/6 16:51,2016/6/7 7:20,,
 hmies001,2016/6/6 16:51,2016/6/7 7:16,,
 ncalixto001,2016/6/6 16:51,2016/6/7 7:18,,
 eorilla001,2016/6/6 16:51,2016/6/6 16:52,,
 ldedos001,2016/6/6 16:52,2016/6/6 16:52,,
 eorilla001,2016/6/6 16:52,2016/6/6 16:53,,
 ldedos001,2016/6/6 16:52,2016/6/6 16:53,,
 junger001,2016/6/6 16:52,2016/6/6 16:53,,
 ldedos001,2016/6/6 16:53,2016/6/6 16:53,,
 eorilla001,2016/6/6 16:53,2016/6/6 16:53,,
 eorilla001,2016/6/6 16:53,2016/6/7 7:23,,
 ldedos001,2016/6/6 16:53,2016/6/7 7:35,,
 rfaralso001,2016/6/6 16:53,2016/6/6 16:54,,
 junger001,2016/6/6 16:53,2016/6/6 16:54,,
 malinai001,2016/6/6 16:54,2016/6/6 16:54,,
 junger001,2016/6/6 16:54,2016/6/6 16:54,,
 junger001,2016/6/6 16:54,2016/6/7 7:35,,
 cshipp001,2016/6/6 16:54,2016/6/6 16:55,,
 mcassano001,2016/6/6 16:54,2016/6/6 16:55,,
 malinai001,2016/6/6 16:54,2016/6/6 16:55,,
 rfaralso001,2016/6/6 16:54,2016/6/6 16:55,,
 rfaralso001,2016/6/6 16:55,2016/6/6 16:55,,
 malinai001,2016/6/6 16:55,2016/6/6 16:55,,
 malinai001,2016/6/6 16:55,2016/6/7 7:20,,
 rfaralso001,2016/6/6 16:55,2016/6/7 7:25,,
 lbennett001,2016/6/6 16:55,2016/6/6 16:56,,
 cshipp001,2016/6/6 16:55,2016/6/6 16:56,,
 mcassano001,2016/6/6 16:55,2016/6/6 16:56,,
 cshipp001,2016/6/6 16:56,2016/6/6 16:56,,
 mcassano001,2016/6/6 16:56,2016/6/6 16:56,,
 mcassano001,2016/6/6 16:56,2016/6/7 7:37,,
 cshipp001,2016/6/6 16:56,2016/6/7 7:17,,
 lbennett001,2016/6/6 16:56,2016/6/6 16:57,,
 lgrogan001,2016/6/6 16:56,2016/6/6 16:57,,
 sflorez001,2016/6/6 16:56,2016/6/6 16:57,,
 lgrogan001,2016/6/6 16:57,2016/6/6 16:57,,
 lbennett001,2016/6/6 16:57,2016/6/6 16:57,,
 lbennett001,2016/6/6 16:57,2016/6/7 7:36,,
 lgrogan001,2016/6/6 16:57,2016/6/7 7:24,,
 sflorez001,2016/6/6 16:57,2016/6/6 16:58,,
 sflorez001,2016/6/6 16:58,2016/6/6 16:58,,
 sflorez001,2016/6/6 16:58,2016/6/7 7:17,,
 mshultz001,2016/6/6 17:00,2016/6/6 17:00,,
 jcastellanos001,2016/6/6 17:00,2016/6/6 17:00,,
 pratigan001,2016/6/6 17:00,2016/6/6 17:01,,
 gflorez005,2016/6/6 17:00,2016/6/6 17:01,,
 rmieshaber001,2016/6/6 17:00,2016/6/6 17:01,,
 lcarrara001,2016/6/6 17:00,2016/6/6 17:00,,
 llagos001,2016/6/6 17:00,2016/6/6 17:00,,
 pyoung002,2016/6/6 17:00,2016/6/6 17:01,,
 lcarrara001,2016/6/6 17:00,2016/6/6 17:01,,
 emintz001,2016/6/6 17:00,2016/6/6 17:03,,
 llagos001,2016/6/6 17:00,2016/6/6 17:01,,
 cwhelan001,2016/6/6 17:00,2016/6/6 17:01,,
 wvasco001,2016/6/6 17:00,2016/6/6 17:03,,
 jcastellanos001,2016/6/6 17:00,2016/6/6 17:01,,
 mshultz001,2016/6/6 17:00,2016/6/6 17:01,,
 cforluniau001,2016/6/6 17:00,2016/6/6 17:01,,
 lbergen001,2016/6/6 17:00,2016/6/6 17:01,,
 sfusil001,2016/6/6 17:01,2016/6/7 7:30,,
 anardi001,2016/6/6 17:01,2016/6/6 17:01,,
 slea001,2016/6/6 17:01,2016/6/6 17:01,,
 jnespola001,2016/6/6 17:01,2016/6/6 17:01,,
 mvollan001,2016/6/6 17:01,2016/6/6 17:01,,
 korilla001,2016/6/6 17:01,2016/6/6 17:02,,
 mshultz001,2016/6/6 17:01,2016/6/6 17:01,,
 jcastellanos001,2016/6/6 17:01,2016/6/6 17:01,,
 lbergen001,2016/6/6 17:01,2016/6/6 17:01,,
 cwhelan001,2016/6/6 17:01,2016/6/6 17:01,,
 rmieshaber001,2016/6/6 17:01,2016/6/6 17:01,,
 cforluniau001,2016/6/6 17:01,2016/6/6 17:01,,
 slea001,2016/6/6 17:01,2016/6/6 17:02,,
 jnespola001,2016/6/6 17:01,2016/6/6 17:02,,
 mvollan001,2016/6/6 17:01,2016/6/6 17:02,,
 anardi001,2016/6/6 17:01,2016/6/6 17:02,,
 llagos001,2016/6/6 17:01,2016/6/6 17:02,,
 gflorez005,2016/6/6 17:01,2016/6/6 17:02,,
 fadair001,2016/6/6 17:01,2016/6/6 17:02,,
 pyoung002,2016/6/6 17:01,2016/6/6 17:02,,
 lcarrara001,2016/6/6 17:01,2016/6/6 17:02,,
 pratigan001,2016/6/6 17:01,2016/6/6 17:02,,
 aribera001,2016/6/6 17:01,2016/6/6 17:02,,
 lorosco001,2016/6/6 17:01,2016/6/6 17:02,,
 cforluniau001,2016/6/6 17:01,2016/6/6 17:01,,
 rmieshaber001,2016/6/6 17:01,2016/6/6 17:01,,
 lbergen001,2016/6/6 17:01,2016/6/6 17:01,,
 mshultz001,2016/6/6 17:01,2016/6/6 17:01,,
 cwhelan001,2016/6/6 17:01,2016/6/6 17:01,,
 jcastellanos001,2016/6/6 17:01,2016/6/6 17:01,,
 cwhelan001,2016/6/6 17:01,2016/6/7 7:37,,
 rmieshaber001,2016/6/6 17:01,2016/6/7 8:00,,
 mshultz001,2016/6/6 17:01,2016/6/7 7:45,,
 lbergen001,2016/6/6 17:01,2016/6/7 7:33,,
 jcastellanos001,2016/6/6 17:01,2016/6/7 7:50,,
 cforluniau001,2016/6/6 17:01,2016/6/7 7:55,,
 lorosco001,2016/6/6 17:02,2016/6/6 17:02,,
 lcarrara001,2016/6/6 17:02,2016/6/6 17:02,,
 pyoung002,2016/6/6 17:02,2016/6/6 17:02,,
 gflorez005,2016/6/6 17:02,2016/6/6 17:02,,
 aribera001,2016/6/6 17:02,2016/6/6 17:02,,
 llagos001,2016/6/6 17:02,2016/6/6 17:02,,
 pratigan001,2016/6/6 17:02,2016/6/6 17:02,,
 fadair001,2016/6/6 17:02,2016/6/6 17:02,,
 slea001,2016/6/6 17:02,2016/6/6 17:02,,
 korilla001,2016/6/6 17:02,2016/6/6 17:02,,
 jnespola001,2016/6/6 17:02,2016/6/6 17:02,,
 mvollan001,2016/6/6 17:02,2016/6/6 17:02,,
 anardi001,2016/6/6 17:02,2016/6/6 17:02,,
 iborrasca001,2016/6/6 17:02,2016/6/6 17:03,,
 sflecha001,2016/6/6 17:02,2016/6/6 17:03,,
 rpantanal001,2016/6/6 17:02,2016/6/6 17:03,,
 apinckney001,2016/6/6 17:02,2016/6/6 17:03,,
 cmorluniau001,2016/6/6 17:02,2016/6/6 17:03,,
 fadair001,2016/6/6 17:02,2016/6/6 17:02,,
 lorosco001,2016/6/6 17:02,2016/6/6 17:02,,
 pyoung002,2016/6/6 17:02,2016/6/6 17:02,,
 pratigan001,2016/6/6 17:02,2016/6/6 17:02,,
 aribera001,2016/6/6 17:02,2016/6/6 17:02,,
 llagos001,2016/6/6 17:02,2016/6/6 17:02,,
 gflorez005,2016/6/6 17:02,2016/6/6 17:02,,
 lcarrara001,2016/6/6 17:02,2016/6/6 17:02,,
 llagos001,2016/6/6 17:02,2016/6/7 7:35,,
 lcarrara001,2016/6/6 17:02,2016/6/7 7:30,,
 gflorez005,2016/6/6 17:02,2016/6/7 0:00,,
 fadair001,2016/6/6 17:02,2016/6/7 8:00,,
 pyoung002,2016/6/6 17:02,2016/6/7 7:16,,
 aribera001,2016/6/6 17:02,2016/6/7 8:00,,
 lorosco001,2016/6/6 17:02,2016/6/7 7:00,,
 pratigan001,2016/6/6 17:02,2016/6/7 7:29,,
 jnespola001,2016/6/6 17:02,2016/6/6 17:02,,
 korilla001,2016/6/6 17:02,2016/6/6 17:02,,
 mvollan001,2016/6/6 17:02,2016/6/6 17:02,,
 slea001,2016/6/6 17:02,2016/6/6 17:02,,
 anardi001,2016/6/6 17:02,2016/6/6 17:02,,
 slea001,2016/6/6 17:02,2016/6/7 7:47,,
 anardi001,2016/6/6 17:02,2016/6/7 7:46,,
 korilla001,2016/6/6 17:02,2016/6/7 7:37,,
 jnespola001,2016/6/6 17:02,2016/6/7 7:49,,
 mvollan001,2016/6/6 17:02,2016/6/7 7:48,,
 hcocinaro001,2016/6/6 17:03,2016/6/6 17:03,,
 ssinagra001,2016/6/6 17:03,2016/6/6 17:03,,
 tseifert001,2016/6/6 17:03,2016/6/6 17:03,,
 rpantanal001,2016/6/6 17:03,2016/6/6 17:03,,
 wvasco001,2016/6/6 17:03,2016/6/6 17:03,,
 emintz001,2016/6/6 17:03,2016/6/6 17:03,,
 apinckney001,2016/6/6 17:03,2016/6/6 17:03,,
 cmorluniau001,2016/6/6 17:03,2016/6/6 17:03,,
 sflecha001,2016/6/6 17:03,2016/6/6 17:03,,
 iborrasca001,2016/6/6 17:03,2016/6/6 17:03,,
 bfrente001,2016/6/6 17:03,2016/6/6 17:03,,
 hcocinaro001,2016/6/6 17:03,2016/6/6 17:04,,
 ssinagra001,2016/6/6 17:03,2016/6/6 17:03,,
 wvasco001,2016/6/6 17:03,2016/6/6 17:04,,
 tseifert001,2016/6/6 17:03,2016/6/6 17:04,,
 emintz001,2016/6/6 17:03,2016/6/6 17:04,,
 rpantanal001,2016/6/6 17:03,2016/6/6 17:04,,
 iborrasca001,2016/6/6 17:03,2016/6/6 17:04,,
 sflecha001,2016/6/6 17:03,2016/6/6 17:04,,
 ssinagra001,2016/6/6 17:03,2016/6/6 17:04,,
 bfrente001,2016/6/6 17:03,2016/6/6 17:04,,
 cmorluniau001,2016/6/6 17:03,2016/6/6 17:04,,
 apinckney001,2016/6/6 17:03,2016/6/6 17:04,,
 cmorluniau001,2016/6/6 17:04,2016/6/7 7:18,,
 sflecha001,2016/6/6 17:04,2016/6/7 7:15,,
 apinckney001,2016/6/6 17:04,2016/6/7 7:33,,
 kherrero001,2016/6/6 17:04,2016/6/6 17:04,,
 bfrente001,2016/6/6 17:04,2016/6/7 7:34,,
 ssinagra001,2016/6/6 17:04,2016/6/7 7:37,,
 iborrasca001,2016/6/6 17:04,2016/6/7 7:27,,
 vfrente001,2016/6/6 17:04,2016/6/6 17:04,,
 hblue001,2016/6/6 17:04,2016/6/6 17:05,,
 bovan001,2016/6/6 17:04,2016/6/6 17:05,,
 rpantanal001,2016/6/6 17:04,2016/6/6 17:04,,
 tseifert001,2016/6/6 17:04,2016/6/6 17:04,,
 emintz001,2016/6/6 17:04,2016/6/6 17:04,,
 wvasco001,2016/6/6 17:04,2016/6/6 17:04,,
 emintz001,2016/6/6 17:04,2016/6/7 8:00,,
 wvasco001,2016/6/6 17:04,2016/6/7 7:00,,
 tseifert001,2016/6/6 17:04,2016/6/7 8:00,,
 rpantanal001,2016/6/6 17:04,2016/6/7 7:28,,
 kherrero001,2016/6/6 17:04,2016/6/6 17:05,,
 hcocinaro001,2016/6/6 17:04,2016/6/6 17:05,,
 vfrente001,2016/6/6 17:04,2016/6/6 17:05,,
 vlagos001,2016/6/6 17:05,2016/6/7 7:34,,
 vfrente001,2016/6/6 17:05,2016/6/6 17:05,,
 hcocinaro001,2016/6/6 17:05,2016/6/6 17:05,,
 csolos001,2016/6/6 17:05,2016/6/6 17:05,,
 hcocinaro001,2016/6/6 17:05,2016/6/7 7:57,,
 vfrente001,2016/6/6 17:05,2016/6/7 7:45,,
 kherrero001,2016/6/6 17:05,2016/6/6 17:06,,
 fmata001,2016/6/6 17:05,2016/6/6 17:06,,
 csolos001,2016/6/6 17:05,2016/6/6 17:06,,
 bhawelon001,2016/6/6 17:05,2016/6/6 17:06,,
 hblue001,2016/6/6 17:05,2016/6/6 17:06,,
 bovan001,2016/6/6 17:05,2016/6/6 17:06,,
 fmata001,2016/6/6 17:06,2016/6/6 17:06,,
 csolos001,2016/6/6 17:06,2016/6/6 17:06,,
 kherrero001,2016/6/6 17:06,2016/6/6 17:06,,
 csolos001,2016/6/6 17:06,2016/6/7 7:23,,
 fmata001,2016/6/6 17:06,2016/6/7 7:44,,
 kherrero001,2016/6/6 17:06,2016/6/7 7:48,,
 bovan001,2016/6/6 17:06,2016/6/6 17:06,,
 hblue001,2016/6/6 17:06,2016/6/6 17:06,,
 ckinney001,2016/6/6 17:06,2016/6/6 17:06,,
 bhawelon001,2016/6/6 17:06,2016/6/6 17:07,,
 ckinney001,2016/6/6 17:06,2016/6/6 17:07,,
 bovan001,2016/6/6 17:06,2016/6/6 17:07,,
 hblue001,2016/6/6 17:06,2016/6/6 17:07,,
 hblue001,2016/6/6 17:07,2016/6/7 8:02,,
 bovan001,2016/6/6 17:07,2016/6/7 8:30,,
 bhawelon001,2016/6/6 17:07,2016/6/6 17:07,,
 ckinney001,2016/6/6 17:07,2016/6/6 17:07,,
 bhawelon001,2016/6/6 17:07,2016/6/7 7:34,,
 ckinney001,2016/6/6 17:07,2016/6/7 7:44,,
 ahafon001,2016/6/6 17:07,2016/6/6 17:08,,
